PEID	ROP3	geonameid
42921	116075	1337156
42922	102315	2950157
42923	103686	3430786
42924	103701	3652461
42925	103686	8349600
42926	103691	8349600
42927	102140	8349601
42928	107982	3944390
43064	108589	876337
43065	108589	11819290
43066	108589	8693189
43068	100954	11288215
43072	109395	7669273
43088	103896	1153670
43090	115533	1608528
43093	102970	2123627
43094	114054	1502020
43097	102211	2126099
43101	105249	2125072
43132	116228	10792508
43159	104709	1277086
43167	107987	6693370
43168	105752	3169069
43169	107319	3173434
43170	109571	3169069
43172	109982	7056286
43178	115694	7671047
43179	101655	5391832
43181	101722	4888671
43184	101842	4531901
43185	101847	5387890
43186	114904	4340232
43187	111118	4164238
43188	101886	6941775
43189	101896	5368381
43190	101897	4601709
43191	101905	5116642
43195	102060	5796126
43196	102076	4534948
43198	102083	5674707
43199	102109	4541812
43200	102148	5746351
43201	102167	4315067
43202	102177	4542417
43203	102215	5392329
43204	102238	5790164
43205	102250	5322057
43206	102253	5585304
43207	102266	5758058
43208	102267	5794294
43209	102269	4533932
43210	102285	5720502
43213	102302	5790179
43214	102315	6941775
43215	102319	5639974
43218	102335	5391832
43219	102336	5133268
43220	102346	4888671
43221	102396	5764119
43222	102439	5368381
43223	102494	5878558
43224	102504	4531901
43225	102537	5290307
43227	102787	4998005
43228	102826	5879092
43229	102845	5368381
43230	102847	5490135
43232	102879	5101160
43234	102951	5879348
43235	102954	5368381
43237	102993	5640934
43238	103015	5389519
43239	109692	5368381
43240	103021	4996573
43241	103033	5661385
43242	103034	4888671
43244	103060	5061157
43245	103066	5087463
43247	103298	4362716
43248	103305	5688266
43249	103338	5110253
43250	103480	5128316
43251	102344	6941775
43254	103499	5391832
43257	103637	11550055
43259	103701	5391997
43261	103686	4140987
43263	103685	5874863
43264	103737	5855765
43265	103738	5855765
43266	103763	5688859
43267	114106	5029877
43268	103857	5878558
43269	103870	5306233
43270	103878	4343313
43271	103918	5151606
43272	103921	5565500
43273	110344	5231992
43274	103943	4684904
43275	103997	5856194
43277	104042	4268687
43278	107987	4140987
43281	104088	5368381
43282	104096	6941775
43283	104117	5379524
43284	104168	6941775
43285	104189	5368381
43288	104228	5490135
43291	104264	5487732
43292	104301	5368381
43296	104591	4540074
43297	104687	5571369
43298	104708	5397100
43299	104739	5372163
43300	104769	5403789
43301	104946	5368381
43302	114799	5391832
43303	115229	5339268
43304	104995	4268687
43305	105026	4540342
43306	105027	4531901
43307	105058	4531901
43308	105060	5735237
43309	105065	4314607
43310	105225	5379524
43311	105284	5878558
43312	102602	5391832
43313	101922	4617305
43314	105489	5878558
43315	105491	5676299
43316	111024	5379524
43318	105594	5762756
43319	104890	5368381
43321	105674	4362716
43323	105793	5482932
43324	105803	4888671
43327	106548	4541599
43329	105880	5816597
43330	114183	5368381
43331	105916	5391832
43332	105923	4488351
43333	105938	5810608
43334	105944	4888671
43335	105968	5000477
43337	106057	5332191
43338	106082	5790164
43339	106144	5379524
43340	112836	5133268
43341	106188	5014227
43343	106225	5688859
43346	106332	5303754
43347	106389	4931378
43348	100021	8449526
43349	114904	6179219
43350	100222	6100475
43351	100227	6095306
43352	101196	8581623
43353	100516	5965814
43354	100571	6141242
43355	100574	8133394
43356	100600	6068167
43357	100695	6119132
43358	101180	6153332
43359	101239	5919023
43360	101254	8133394
43361	101517	5916822
43363	101722	8133394
43365	108129	6185560
43366	100356	8133394
43367	101891	6119126
43368	101905	5907982
43370	101918	5924616
43371	102112	5916918
43372	102148	5965814
43373	102152	6184011
43374	102277	8593703
43376	114921	5991054
43377	102309	6065171
43378	102310	6141242
43379	102315	8133394
43380	102346	8133394
43381	102396	6141242
43382	102439	6073256
43383	102504	6073256
43384	102537	6119130
43385	102668	6091069
43386	102787	5965814
43388	102837	6691320
43389	102854	6084939
43390	102879	6077246
43391	102928	5965814
43392	102954	8133394
43393	109692	6185560
43394	103021	6166139
43395	103034	6100475
43396	103068	5965814
43397	103305	8133394
43398	103388	6119132
43399	103480	8133394
43400	103637	6148773
43401	103641	6148773
43402	103642	6077246
43403	103665	5957659
43404	103686	8133394
43405	103685	6185811
43406	103750	5919023
43407	103789	8133394
43408	103918	8133394
43409	110884	6691319
43410	103943	6065171
43411	104036	6691320
43413	104066	8133394
43414	104088	8133394
43415	104096	6050541
43417	104189	5965814
43418	104247	8133394
43420	108394	8133394
43421	104716	8593705
43422	104946	6077246
43423	105053	6119132
43424	105225	5965814
43425	105489	6185811
43426	105491	6119130
43427	105511	6119134
43428	105594	6141242
43429	105643	8133394
43430	105674	8133394
43431	105688	6077246
43432	105773	6154640
43433	105803	8133394
43434	105968	8133394
43435	106144	8133394
43436	112836	6100475
43437	107916	5917147
43438	106548	6065171
43439	106612	5924982
43440	103060	8581623
43441	106713	5971841
43442	106774	5928473
43443	107108	6354959
43444	107110	6119132
43445	107388	6119125
43446	107396	6091069
43447	107472	6091732
43448	107478	5944369
43449	107611	6119136
43450	107651	5907982
43451	107661	5907982
43452	107785	6100475
43453	110410	5965814
43455	107903	6354959
43456	107976	6065171
43457	107979	8593703
43458	107987	6185560
43459	108096	8133394
43460	108134	6049019
43461	103066	6077246
43462	108398	6077246
43463	108452	5965814
43464	108731	11807181
43465	108783	6159746
43466	108796	6100076
43467	108837	5907982
43468	108971	6165501
43469	114456	6100475
43470	109305	8133394
43471	109316	6077246
43472	109351	6091069
43473	109354	8133394
43474	109357	8133394
43475	109474	5916918
43476	109534	6077246
43477	109541	5965814
43478	109554	6084202
43479	109555	5916420
43480	109644	8133394
43481	109650	5965814
43482	109662	6100475
43483	109697	6185811
43484	109705	6119132
43485	113732	6185560
43486	109930	6100475
43487	101940	8133394
43488	110022	6165501
43489	110101	6185811
43490	110217	6148773
43491	113818	5965814
43492	110318	5969093
43493	110320	6185811
43495	110344	6118160
43496	110376	5965814
43497	110412	6185811
43498	110423	8133394
43501	105018	5965814
43502	110648	6691319
43503	110743	8133394
43504	110760	8133394
43505	110777	6158563
43506	110798	6141242
43508	100046	5568120
43509	100079	5129867
43511	100095	5524590
43512	100144	5877395
43513	100205	4719903
43514	108580	5368381
43515	110448	4404807
43518	100288	5368381
43523	101196	5368381
43524	100463	5825643
43525	100504	5688859
43526	100516	5368381
43527	100571	5640934
43528	100574	5391997
43529	100605	5566544
43530	100626	5266547
43531	100763	4164238
43532	106823	5133268
43533	101106	5583739
43534	101254	5133268
43535	114924	4601150
43536	101513	5133268
43537	109709	4871782
43538	101517	5654267
43540	105682	5350964
43541	106549	5262622
43542	106563	5482932
43545	106584	4547357
43546	106612	4956873
43547	106618	5856194
43548	106629	4149007
43549	106679	5345659
43550	106712	5305206
43551	106713	5117867
43552	106714	4845904
43553	115335	5369578
43554	106943	4156815
43557	107079	4144895
43558	107125	5306233
43559	107204	5133268
43560	107222	5598527
43565	107387	5815675
43566	107396	5870308
43569	107423	5758058
43570	107454	5709906
43573	107465	5493780
43574	107471	5870134
43575	107478	5029877
43577	107607	5368381
43578	107611	5805553
43579	101932	5856194
43580	107636	5080274
43581	107651	5266044
43582	107661	5129867
43583	107693	4547304
43584	107705	4547304
43585	107729	5877395
43586	107785	5368381
43587	107817	5359604
43591	107916	4982182
43592	107956	4547688
43593	107976	5197646
43594	100021	4974977
43595	108022	5133268
43599	108102	5856194
43600	108106	5372163
43601	108134	4273514
43602	108140	4767790
43604	108161	5133268
43605	108182	5396987
43606	108234	4547357
43607	108235	5359067
43608	108246	5790164
43609	108248	5796126
43610	108394	5742126
43611	108398	5368381
43615	108748	5014227
43616	108750	4541067
43618	108835	5368381
43619	108837	5111846
43620	108856	4888671
43621	108868	5387890
43623	108926	4551046
43624	108962	5825643
43625	109027	5368381
43627	109347	5810608
43628	109354	5178040
43629	109357	5151606
43630	109363	5810982
43631	109392	5029877
43634	109500	5774137
43636	109508	5806769
43637	109519	5496319
43639	115653	5128594
43640	109540	5812148
43641	109544	5870134
43642	109555	5815675
43643	109650	5368381
43644	109662	6941775
43645	109802	5874863
43646	109804	5866071
43647	109807	5878558
43648	109950	5733534
43649	115035	5490272
43650	101940	5368381
43651	109909	5379524
43652	110776	5368381
43653	110101	5846893
43655	110155	5392427
43656	110159	4540074
43657	100222	5110253
43659	110217	5554432
43661	110283	4315243
43663	110318	5128734
43665	110340	5802584
43666	110376	6941775
43667	110407	5305206
43668	110408	5759298
43669	110409	5878558
43670	110410	5308878
43671	110412	5874863
43672	110423	5133268
43673	109438	5368381
43674	110472	5133268
43675	105018	5368381
43676	110683	5364466
43678	110711	5503178
43679	110743	4512214
43680	110751	5880573
43681	110760	4164238
43682	110768	5295877
43683	110777	5640934
43684	110788	5462019
43685	114918	5017805
43686	103844	5368381
43687	109710	5379524
43688	110824	4531901
43689	110836	5080274
43690	110838	5352462
43691	110843	5565500
43692	110884	4547357
43693	110937	5816597
43695	105005	5322745
43696	110984	5308878
43698	111086	5363385
43700	111106	4532932
43702	111129	5565500
43703	111195	5478585
43708	107943	1604869
43709	100462	3911924
43710	115124	3863502
43713	100535	3648106
43716	108697	3648106
43717	110730	6324188
43719	105887	9172318
43720	100123	6194450
43728	100074	10344474
43730	114257	1785694
43735	107319	6355233
43750	116587	2440482
43752	101776	6619279
43753	104659	7839684
43767	107909	7052994
43791	108730	3378950
43792	116451	3378950
43796	103701	2648110
43802	116572	618069
45927	111696	1267997
45937	111696	1283000
45947	115701	1277030
45956	115766	11875560
45959	115739	8133375
45962	116400	1260091
45965	116400	1283112
45966	115764	7646149
45970	116411	1283000
45971	115719	7627221
45974	115728	1277331
45977	116412	1272781
45978	116308	1271686
45982	115737	1257805
45984	115737	1283182
45985	116398	8849144
45986	115731	1278668
45989	116405	1267997
45991	116405	1283606
45992	116409	1265874
45994	116408	1271440
45995	116406	9255562
45996	116413	1270648
45997	116414	1273664
45998	116407	7701516
45999	115738	1269744
46002	116402	1269519
46003	116399	1278995
46004	116404	9072830
46005	116410	1275961
46006	116401	1274339
46007	116403	1269322
46008	111752	1271977
46025	116418	1262081
46028	116426	1264729
46029	116417	1277030
46030	116428	1255350
46031	116415	1277159
46032	116420	1275639
46033	116427	8133375
46036	116419	1257023
46040	116422	1262331
46041	116421	1258077
46042	116429	1276534
46043	116424	1279160
46044	116416	1258183
46046	116423	1253915
46047	116425	1273781
46049	112717	1270930
46057	116489	1260091
46060	116489	1283000
46061	116490	1260091
46064	116488	8335137
46066	116491	1262331
46067	116487	1258183
46070	116486	1255971
46071	116485	1272649
46072	112978	8131498
46079	116797	8133375
46082	116798	7626542
46083	116799	1254662
46084	113412	1279262
46101	116727	1256056
46102	116727	1167710
46105	116732	1262802
46107	116732	1167710
46111	116729	1164807
46112	116711	1255930
46115	116715	11875529
46116	116310	1256068
46117	116718	1269322
46118	116718	1167710
46120	116176	9072830
46121	116195	1262118
46123	116195	1283098
46125	116710	8335137
46126	116722	1277662
46129	116731	1272123
46130	116721	1269744
46131	116724	8739996
46132	116714	1269519
46134	116716	9148988
46135	116719	1271440
46136	116720	1262331
46137	116723	1253989
46138	116709	1267997
46139	116712	1275927
46140	116726	1265710
46141	116725	1273781
46142	115974	1258183
46144	116730	1264522
46145	116717	1268085
46146	116728	7701429
46147	116688	7627237
46159	116705	1259168
46174	116705	1283000
46177	116705	1164807
46178	116707	1164807
46179	116696	1254662
46182	116692	1277331
46183	116703	7646146
46185	116697	1262217
46186	116704	1265492
46189	116701	1271884
46191	116701	1257403
46192	116689	1259186
46195	116689	1283000
46196	116691	1279234
46197	116695	1273492
46199	116695	1283000
46200	116694	1257248
46201	116700	7644927
46202	116706	1183606
46203	116698	1277215
46204	116693	1254662
46205	113757	1267997
46213	116782	1263215
46215	116782	1164807
46216	116770	8335137
46219	116771	1259186
46222	116778	7626537
46223	116779	1277644
46224	116772	1258984
46225	113137	1167710
46226	116781	1265869
46227	116777	1262331
46228	116773	1255365
46229	116776	1271440
46230	116775	1277331
46231	116774	9747983
46232	116780	7646145
46233	116769	1270371
46235	113448	7626856
46238	112706	1258849
46241	116757	8131501
46245	116752	1276391
46250	116751	7627225
46251	116754	1277215
46252	116755	1254662
46253	116756	9255562
46254	116758	1258849
46255	116759	8739996
46256	116753	1268731
46258	113870	1257630
46264	113203	1278947
46272	116784	8335137
46273	112187	1277800
46277	116789	1272123
46278	116788	1270648
46280	116785	1260091
46283	116790	1269411
46284	116791	7627241
46286	116792	1279234
46287	116787	1253989
46289	116786	1255984
46290	111292	1253201
46304	116738	8335137
46310	116750	7626856
46313	116739	1271307
46316	116739	1283000
46317	116749	7874380
46318	116747	1272781
46319	116745	1260208
46321	116745	1282836
46322	116746	1275540
46323	116743	1274057
46326	116741	1258984
46327	116736	1267997
46328	116742	1269318
46330	116740	1269423
46333	116737	1278995
46334	116735	9747984
46335	116748	1258527
46336	116298	1262802
46349	116804	1272203
46350	108674	7701426
46357	116233	8238605
46358	113738	1307521
46392	104693	865085
46394	101286	2431555
46395	101611	2427315
46396	103059	2229291
46397	116505	7603257
46398	109619	242246
46399	110350	2431555
46401	103059	223818
46403	100516	9166545
46405	106221	99534
46407	109692	285628
46408	101254	411740
46409	102879	411740
46410	109692	411740
46411	103789	411740
46412	104301	411740
46413	109305	411740
46414	109571	411740
46415	109692	389469
46417	109305	389469
46418	108627	108179
46419	101196	108411
46420	104113	444185
46422	114199	1809445
46423	114205	1809445
46424	114208	1809445
46425	116510	1796231
46426	116641	2028461
46427	116546	1667900
46444	103701	1581129
46448	116503	1283410
46449	116293	1283410
46457	103059	4330160
46462	108129	4931378
46463	109534	4158712
46466	108096	5116642
46468	101833	6941775
46469	108452	6941775
46471	101629	4407084
46478	107989	5322745
46484	114115	5368381
46485	105643	5350964
46490	104056	5004223
46493	105688	5014227
46495	113818	6941775
46497	100293	5368381
46499	109436	5368381
46500	115013	5110253
46504	107203	5389519
46505	110201	5856194
46507	101047	6941775
46508	102324	4164238
46509	102692	6941775
46510	103642	4164238
46512	110196	6941775
46513	106577	5368381
46514	102297	4164238
46515	108560	4366164
46516	103510	5368381
46517	103868	4164238
46518	107314	4164238
46519	114913	4164238
46520	100492	4164238
46521	101567	4758041
46522	101657	4149007
46523	102113	6941775
46524	116025	6941775
46525	102869	6941775
46526	103602	6941775
46527	107993	5133268
46528	114906	4164238
46534	116515	524894
46578	108454	2950157
46591	104045	3694873
46592	108180	1820869
46593	103699	1733049
46594	103701	1733037
46595	103690	1733037
46596	103691	1733043
46597	103686	1733037
46598	102140	1733049
46599	116949	1733047
46601	104659	8238709
46602	114923	8238709
46603	103844	8238777
46607	116071	1731818
46608	108638	1715342
46609	101812	1731819
46610	116938	1685377
46611	115479	1715347
46612	115480	1723105
46613	115481	1723105
46614	115482	1723105
46615	106137	1721086
46616	103969	1699175
46617	103959	1711331
46618	115476	1711331
46620	115204	1696177
46621	104062	1719845
46622	116613	3583360
46623	116554	3595530
46631	105458	147626
46633	105458	142550
46634	105452	130801
46635	101922	126584
46637	109502	6201374
46638	105458	1524787
46639	105458	1528334
46640	106050	1183606
46641	109502	1183606
46643	100225	298845
46644	102613	321079
46645	101922	162181
46646	105458	453752
46650	112316	1213642
46652	104946	1594446
46655	103305	3128759
46662	106358	6690603
46678	100175	187895
46680	114491	108179
46684	109874	5133268
46690	116553	3652461
46695	108457	7530776
46696	108452	6695624
46701	100395	4684904
46702	109571	5133268
46704	106811	4684904
46705	106990	4684904
46706	102707	4684904
46707	101283	4684904
46708	104332	4684904
46709	100673	4684904
46710	108946	4684904
46711	110363	4684904
46713	104475	4684904
46751	105689	3911924
46762	104693	146267
46763	113818	734375
46764	108730	7521946
46768	116451	7521947
46769	102818	7521939
46779	103686	8378774
46780	115640	8378772
46784	108452	8378777
46788	106990	408661
46790	104056	99534
46797	110285	3169069
46801	111017	8583843
46804	101657	11840058
46806	101912	1719845
46814	101896	3167094
46826	116555	8181711
46827	110953	4036651
46828	108239	3891149
46829	105433	3891149
46850	107886	3625035
46851	101053	9178698
46852	115123	3649302
46853	106295	3649302
46862	101661	6319680
46888	115195	3670208
46889	115194	3667795
46890	115193	3666835
46891	116113	3672655
46892	115192	9172313
46893	115191	3672779
46897	116106	9172026
46898	105965	6977691
46899	115189	9172328
46901	115637	3680555
46903	102304	3685709
46906	116030	3672655
46907	116072	3681010
46909	116025	3632191
46918	105225	3429651
46925	104096	6323085
46926	107607	1280239
46927	101596	1733039
46928	109788	1733037
46930	107204	1733046
46931	101254	1733037
46932	114954	1733037
46933	105668	6319278
46934	115115	6321135
46935	115079	6319317
46936	115080	6319329
46937	115272	6319431
46948	115197	1794299
46950	106211	6324178
46951	115800	6319359
46959	104107	3925074
46961	108457	687869
46970	115120	6319287
46971	107517	6319284
46972	114986	6320042
46973	115357	6320042
46974	110200	6320477
46975	108136	6319435
46976	115121	6320722
46977	100678	8581953
46980	100034	8582016
46981	114871	8582281
46982	115122	6320562
46985	116570	1526395
46986	116524	306569
46987	116575	1484838
46988	116581	7729752
46989	116093	1221692
46990	116096	1221692
46991	103535	7052694
46992	116574	162181
46993	116571	1528334
46994	116573	6452615
46995	116095	1221692
46996	106911	7054022
46997	116610	587081
46998	116614	1167710
46999	103535	1529047
47000	117303	524894
47001	116094	1125426
47002	116094	1125426
47003	117092	1785694
47004	103743	292224
47010	116348	1164807
47016	109979	1633791
47017	114988	125605
47021	108240	3939284
47024	117064	3844738
47027	107992	8349601
47028	108367	3923172
47029	104432	11840105
47035	102140	6941775
47038	110926	9172030
47039	116028	3667480
47040	115188	3673900
47042	115199	2417831
47043	101518	2597263
47044	110232	8334576
47046	110234	2439375
47047	116590	7732977
47048	116650	11996003
47049	116649	2413107
47050	116673	11996057
47051	116559	2229291
47052	116529	8347355
47053	116263	1026010
47054	116263	909129
47059	102733	250583
47060	114997	1809867
47061	115009	1809867
47069	101825	2597267
47070	115687	542415
47071	107987	445408
47072	100425	445408
47091	116744	1275871
47098	105559	1265343
47099	116462	1276033
47102	111443	1265343
47105	116734	8858072
47112	100222	2523918
47113	107785	167541
47114	116585	7701199
47115	109436	8299474
47118	114985	6321551
47119	116155	6319236
47120	115117	6319325
47122	115118	3395161
47123	115636	6320504
47124	115085	6324175
47125	115119	6320660
47126	100563	1643012
47127	115133	1643012
47128	115132	1643012
47129	108975	1643012
47130	100656	1643012
47131	100197	6319437
47133	116067	6323798
47134	116060	6319404
47145	116056	6319298
47146	116057	6319435
47155	116065	6323857
47156	116064	6324150
47159	116061	6319331
47161	116068	6324144
47162	116069	6319266
47170	116518	360621
47171	108577	7701494
47173	112045	5368381
47176	110981	5856194
47177	100850	4871782
47178	114873	5403973
47179	100567	5393021
47180	103544	6941775
47181	101785	5128594
47182	101641	5110253
47183	101368	5393021
47184	117250	5368381
47185	109469	5133268
47187	102143	6941775
47188	114085	5368381
47189	101959	4291564
47190	115187	5110253
47191	103105	4362716
47192	103079	5110253
47193	109704	5856194
47194	110051	5379524
47195	102874	4684904
47197	104791	5799783
47198	104709	4735638
47199	104628	5102445
47200	104555	4696376
47202	103963	4366164
47203	103789	5133268
47207	105759	5133268
47208	105511	5790164
47209	105256	5856194
47210	106671	5133268
47213	106317	5014227
47214	106291	5391997
47215	106804	6941775
47217	108775	5368381
47218	108236	4744725
47219	108108	5856194
47221	110469	5101405
47223	110285	5014227
47224	109930	5393021
47225	109855	5387890
47226	113732	5101160
47227	109648	5110253
47228	105899	4478884
47229	104247	5133268
47230	110385	5856194
47231	110441	4164238
47232	100675	5133268
47233	100472	4164238
47236	101912	5856194
47237	117680	5110253
47239	101776	5368381
47240	101679	4366164
47242	114441	4198645
47244	102419	5110253
47246	105785	4888671
47249	103691	5368381
47251	103498	5368381
47252	110577	5099357
47253	101890	5856194
47254	101838	4952349
47255	105038	5856194
47256	103537	5110253
47257	106357	6941775
47259	102997	4164238
47260	105310	5110253
47263	108886	5362932
47264	104372	4735638
47265	112316	5368381
47266	104122	5110253
47267	104066	5133268
47269	106177	5110253
47270	116229	5110253
47271	106120	6941775
47272	100093	5368381
47273	105752	6941775
47274	109431	5110253
47277	106730	6941775
47278	106725	5856194
47279	111105	5368381
47280	106417	4952349
47281	106356	5856194
47282	107409	5856194
47283	111215	5110253
47284	109546	6941775
47285	107909	5393021
47286	107835	5856194
47287	113276	5322745
47288	107808	5368381
47289	107346	5856194
47290	107058	5110253
47291	106758	5419396
47292	106777	4164238
47293	115030	4682500
47295	108463	5110253
47297	102284	5856194
47298	112160	5393021
47299	107318	4684904
47300	100427	5368381
47302	107499	5856194
47303	109305	5368381
47304	110132	5856194
47305	110033	5133268
47306	109644	5368381
47307	109625	4164238
47308	111179	4696376
47309	111139	4684904
47310	107776	5856194
47311	100226	4362716
47312	115205	5067114
47314	105948	5110253
47315	106893	5393021
47318	110561	5393021
47319	107450	5368381
47338	103355	4140987
47346	117154	5368381
47349	102733	5368381
47351	115687	4888671
47358	104041	6691320
47359	100675	8133394
47361	114920	5991054
47364	106730	8133394
47365	106188	8133394
47367	101657	8133394
47368	101629	8133394
47369	108856	8133394
47395	106357	6077246
47396	100390	8133394
47399	105458	8133394
47400	107989	8133394
47401	104365	6077246
47402	104113	8133394
47403	100293	8133394
47404	109392	8133394
47405	110050	8133394
47406	102419	6077246
47407	115013	5965814
47408	100226	8581623
47409	105948	8581623
47410	106804	6077246
47411	109571	11807181
47412	110285	8581623
47413	100427	8133394
47414	104056	5969784
47415	104301	8133394
47416	104791	8133394
47421	103298	8133394
47422	110033	6100475
47423	103997	8133394
47424	107808	8133394
47426	103701	5965814
47427	102140	8581623
47429	103691	8133394
47430	102143	5965814
47432	114225	8581623
47433	103544	8133394
47434	115200	6100475
47435	109027	8133394
47436	106317	8133394
47437	104555	8133394
47438	107204	8133394
47439	114441	6050612
47440	101776	6100475
47441	114115	6100475
47442	101679	6100475
47443	103015	5965814
47444	107212	5965814
47445	105785	6077246
47446	103926	6077246
47447	108463	8581623
47448	108959	8133394
47449	102871	6077246
47450	103963	11807181
47451	110856	6077246
47452	101259	6100475
47453	106781	8133394
47454	115014	6077246
47455	105752	8581623
47456	106177	6077246
47457	106417	6077246
47458	105310	8133394
47459	115069	8133394
47461	101838	8133394
47462	104122	6077246
47463	103172	6077246
47464	111208	6077246
47465	103733	8581623
47466	107319	8581623
47468	110155	5965814
47469	116236	8133394
47470	106120	6077246
47471	116229	8133394
47472	103998	8581623
47473	117680	8133394
47475	108884	6077246
47476	115407	8581623
47477	112045	5965814
47478	111139	8133394
47479	111179	6077246
47500	115578	1024312
47501	115527	1852083
47502	115527	1841277
47503	102228	1626230
47507	105324	1638535
47508	109608	1638535
47509	115203	8634266
47510	115527	\N
47512	108628	2355211
47513	115634	6323388
47514	114832	1785694
47515	106630	7415819
47518	116019	1641900
47519	106144	1641900
47520	115562	1626196
47521	101015	1923045
47578	102289	5424092
47588	109729	5014227
47591	102964	3352137
47592	105225	2193732
47593	109692	2193732
47595	116085	99185
47616	100185	1785694
47625	116690	1269519
47627	116699	1272117
47628	116702	1268937
47633	116639	3183879
47634	116533	2476027
47635	116591	2240444
47636	116681	3373557
47637	116567	1337178
47638	116678	3571815
47639	116548	7839750
47640	116637	616051
47641	116664	7090954
47643	104244	5133268
47644	111095	4366164
47646	109665	6941775
47647	106781	5110253
47648	106233	5110253
47649	101510	4164238
47650	100925	5110253
47652	107319	4691851
47653	110856	6941775
47654	108454	5133268
47655	114660	5128316
47657	103074	5110253
47662	115645	5368381
47663	109413	5110253
47665	106266	5110253
47666	104323	5110253
47667	103072	5110253
47670	116569	625143
47671	116643	1337293
47672	116675	1820818
47714	116679	3582429
47715	116606	8693304
47716	116633	3229999
47717	116651	7670702
47718	116604	731061
47719	116593	2359923
47720	116600	7670612
47721	116588	1830103
47722	116589	2229546
47723	116568	8581623
47724	116665	2205272
47725	116654	862995
47726	116577	2314300
47727	116629	7731897
47728	116674	2960317
47729	116666	223818
47730	116558	3564073
47731	116645	8347361
47732	116617	8335012
47733	116596	8199669
47734	116597	7690206
47735	116630	3703439
47736	116586	7871255
47737	116539	1283710
47738	116655	9212586
47739	116542	1733046
47740	116519	1581129
47741	116512	6941775
47742	116526	6908863
47743	116656	8347371
47744	116551	1248990
47745	116653	8260630
47746	116670	2566978
47747	116583	11996449
47748	116667	921882
47749	116646	863853
47750	116634	2274890
47751	116615	1904618
47752	116556	445408
47753	116658	389470
47754	116676	8299756
47755	116632	292969
47756	116672	9259067
47757	116684	6690605
47758	116621	448501
47759	116662	146267
47760	116631	3337532
47761	116577	11996220
47762	116547	11926403
47763	116640	864485
47764	116627	273607
47765	116644	285628
47766	116523	1871856
47767	116580	9166668
47768	116513	1642907
47769	116594	3718425
47770	116680	3413831
47771	116635	611716
47772	116620	1996551
47773	116685	4034977
47774	116686	11351689
47775	116622	2089856
47776	116638	411740
47777	116625	3162212
47778	116642	11495215
47779	116683	3640873
47780	116578	11154021
47781	116550	1040649
47782	116677	1282208
47783	116592	927964
47784	116564	909129
47785	116584	6940657
47786	116576	285153
47787	116682	2208267
47788	116532	703446
47789	116582	167541
47790	116598	2673723
47791	116671	3383329
47792	116579	379253
47793	116595	64833
47794	116648	3239318
47795	116511	8347332
47796	116628	2193732
47798	110254	1626230
47799	102344	2648110
47800	105617	8634266
47814	107050	3371200
47825	115254	2511173
47826	116295	2511173
47828	116254	3371203
47829	116255	3371206
47830	116257	3371206
47832	116256	3371203
47833	115407	6693370
47834	101657	6693370
47835	108096	7778677
47836	100925	3013657
47838	116350	3333231
47839	101573	7701500
47841	103918	7581808
47854	115793	1822028
47855	115223	1830563
47862	115182	8299591
47887	112404	11875522
47888	114319	1328217
47889	101777	11154026
47892	116499	8131500
47893	116494	1277265
47894	116498	1260091
47895	116500	1273781
47896	116497	1255639
47897	116501	1263863
47898	116496	1279234
47899	116502	1270648
47900	116493	1253989
47901	112774	1278995
47902	116793	1260571
47903	116766	8133375
47904	116765	1276610
47905	116768	9748032
47906	116762	8335137
47907	116783	8335137
47908	116764	1277417
47909	116767	1253989
47910	116761	1271307
47911	115212	1253103
47912	116437	1252864
47913	116438	1270371
47914	116439	1272980
47915	116440	1268774
47916	116441	1277331
47917	116442	1277086
47918	116443	1278150
47919	116444	1259186
47920	116445	9747944
47921	116446	1279160
47922	116447	1272781
47923	116448	9747956
47925	116449	7627241
47926	116450	1272123
47928	116492	1266287
47930	111889	1269634
47932	116431	1255365
47933	116435	11875560
47934	116433	1268867
47935	112930	1278084
47936	116434	1273781
47937	103743	7839591
47947	116455	1262772
47948	116470	1275121
47949	116471	1262333
47950	116456	9148988
47951	116458	1274849
47952	116459	1255851
47953	116457	1279160
47954	116460	8131500
47955	116452	1270371
47956	112021	1275927
47957	116454	1272203
47958	116128	1275005
47959	116461	1257852
47960	116463	1264729
47961	116464	1276534
47962	116465	1278150
47963	116466	1270836
47964	116469	11875548
47965	116467	1269519
47966	116468	7646149
47967	116479	8224051
47968	116480	1275118
47969	116481	1253989
47970	116482	11875516
47971	108856	7581807
47976	116384	1272203
47977	116382	1275739
47978	116379	1269634
47979	116383	1269844
47980	116385	1277644
47981	116386	1253989
47982	116381	1257807
47983	116380	9747956
47984	108072	896972
47987	116812	11875518
47988	113646	1258343
47989	116813	1253407
47990	116814	1269508
47991	113472	1275666
47992	116378	1269844
47993	116374	1259168
47995	116373	1267709
47997	115140	1272895
47998	116375	1270836
47999	116376	1271884
48000	116372	1263215
48002	114431	791121
48005	116351	1276301
48006	116352	7627074
48007	116353	1255971
48008	116354	1273196
48009	116355	1274339
48010	116356	11875516
48011	108394	10097359
48012	113818	10097361
48015	116484	1283047
48016	116484	1255438
48017	116390	1264556
48018	116389	1278861
48019	116393	1256073
48020	116394	1278668
48021	116392	1262217
48022	116388	1259164
48026	116357	1269322
48027	116358	1253574
48028	116359	1267709
48029	116360	1266306
48030	116361	1269322
48031	116362	9255562
48032	116363	1272980
48033	116365	7909823
48034	116366	1279109
48035	116364	1257552
48036	116367	7644928
